Year,Sport,Country,Medals
1896,Athletics,United States of America,16
1896,Athletics,Greece,9
1896,Athletics,Hungary,3
1896,Cycling Road,Germany,1
1896,Cycling Road,Great Britain,1
1896,Cycling Road,Greece,1
1896,Cycling Track,France,6
1896,Cycling Track,Austria,3
1896,Cycling Track,Greece,3
1896,Fencing,Greece,4
1896,Fencing,France,3
1896,Fencing,Denmark,1
1896,Gymnastics Artistic,Germany,10
1896,Gymnastics Artistic,Greece,6
1896,Gymnastics Artistic,Switzerland,3
1896,Shooting,Greece,9
1896,Shooting,Denmark,3
1896,Shooting,United States of America,3
1896,Swimming,Greece,6
1896,Swimming,Austria,2
1896,Swimming,Hungary,2
1896,Tennis,Greece,3
1896,Tennis,Great Britain,1
1896,Weightlifting,Denmark,2
1896,Weightlifting,Great Britain,2
1896,Weightlifting,Greece,2
1896,Wrestling,Greece,2
1896,Wrestling,Germany,1
1900,Archery,France,13
1900,Archery,Belgium,7
1900,Athletics,United States of America,39
1900,Athletics,Great Britain,8
1900,Athletics,France,6
1900,Basque Pelota,Spain,1
1900,Cricket,Great Britain,1
1900,Croquet,France,7
1900,Cycling Track,France,5
1900,Cycling Track,Germany,1
1900,Cycling Track,Great Britain,1
1900,Equestrian Jumping,Belgium,4
1900,Equestrian Jumping,France,3
1900,Equestrian Jumping,Italy,2
1900,Fencing,France,15
1900,Fencing,Austria,2
1900,Fencing,Cuba,2
1900,Football,France,1
1900,Football,Great Britain,1
1900,Golf,United States of America,4
1900,Golf,Great Britain,2
1900,Gymnastics Artistic,France,3
1900,Rowing,France,6
1900,Rowing,Germany,3
1900,Rowing,Netherlands,2
1900,Rugby,Germany,1
1900,Rugby,Great Britain,1
1900,Sailing,France,24
1900,Sailing,Great Britain,6
1900,Sailing,Germany,2
1900,Shooting,Switzerland,7
1900,Shooting,France,6
1900,Shooting,Denmark,4
1900,Swimming,France,5
1900,Swimming,Austria,4
1900,Swimming,Great Britain,3
1900,Tennis,Great Britain,7
1900,Tennis,France,2
1900,Water Polo,Belgium,1
1900,Water Polo,France,1
1904,Archery,United States of America,16
1904,Athletics,United States of America,64
1904,Athletics,Great Britain,2
1904,Athletics,Canada,1
1904,Boxing,United States of America,18
1904,Cycling Track,United States of America,21
1904,Diving,United States of America,2
1904,Diving,Germany,1
1904,Fencing,United States of America,10
1904,Fencing,Cuba,3
1904,Football,United States of America,2
1904,Football,Canada,1
1904,Golf,United States of America,3
1904,Golf,Canada,1
1904,Gymnastics Artistic,United States of America,27
1904,Gymnastics Artistic,Austria,2
1904,Gymnastics Artistic,Germany,2
1904,Lacrosse,Canada,2
1904,Lacrosse,United States of America,1
1904,Roque,United States of America,3
1904,Rowing,United States of America,13
1904,Rowing,Canada,1
1904,Swimming,United States of America,13
1904,Swimming,Germany,8
1904,Swimming,Australia,4
1904,Tennis,United States of America,6
1904,Tug of War,United States of America,2
1904,Water Polo,United States of America,3
1904,Weightlifting,United States of America,3
1904,Weightlifting,Germany,2
1904,Weightlifting,Greece,1
1904,Wrestling,United States of America,17
1904,Wrestling,Norway,2
1904,Wrestling,Germany,1
1908,Archery,Great Britain,5
1908,Archery,France,3
1908,Archery,United States of America,1
1908,Athletics,United States of America,33
1908,Athletics,Great Britain,17
1908,Athletics,Canada,6
1908,Boxing,Great Britain,14
1908,Boxing,Australasia,1
1908,Cycling Track,Great Britain,9
1908,Cycling Track,France,5
1908,Cycling Track,Germany,2
1908,Diving,Germany,3
1908,Diving,Sweden,3
1908,Diving,United States of America,1
1908,Fencing,France,4
1908,Fencing,Hungary,3
1908,Fencing,Bohemia,2
1908,Figure skating,Great Britain,6
1908,Figure skating,Sweden,3
1908,Figure skating,Germany,2
1908,Football,Denmark,1
1908,Football,Great Britain,1
1908,Football,Netherlands,1
1908,Gymnastics Artistic,Finland,1
1908,Gymnastics Artistic,France,1
1908,Gymnastics Artistic,Great Britain,1
1908,Hockey,Great Britain,3
1908,Jeu de Paume,Great Britain,2
1908,Jeu de Paume,United States of America,1
1908,Lacrosse,Canada,1
1908,Lacrosse,Great Britain,1
1908,Polo,Great Britain,2
1908,Rackets,Great Britain,1
1908,Rowing,Great Britain,8
1908,Rowing,Canada,3
1908,Rowing,Germany,2
1908,Rugby,Australasia,1
1908,Rugby,Great Britain,1
1908,Sailing,Great Britain,6
1908,Sailing,Belgium,1
1908,Sailing,France,1
1908,Shooting,Great Britain,21
1908,Shooting,United States of America,6
1908,Shooting,Sweden,5
1908,Swimming,Great Britain,7
1908,Swimming,Australasia,2
1908,Swimming,Hungary,2
1908,Tennis,Great Britain,13
1908,Tennis,Germany,1
1908,Tennis,Sweden,1
1908,Tug of War,Great Britain,3
1908,Water Motorsports,Great Britain,2
1908,Water Motorsports,France,1
1908,Water Polo,Belgium,1
1908,Water Polo,Great Britain,1
1908,Water Polo,Sweden,1
1908,Wrestling,Great Britain,11
1908,Wrestling,Denmark,3
1908,Wrestling,Finland,3
1912,Athletics,United States of America,41
1912,Athletics,Sweden,15
1912,Athletics,Finland,13
1912,Cycling Road,Great Britain,2
1912,Cycling Road,United States of America,2
1912,Cycling Road,South Africa,1
1912,Diving,Sweden,7
1912,Diving,Germany,4
1912,Diving,Great Britain,1
1912,Equestrian Dressage,Sweden,2
1912,Equestrian Eventing,Germany,2
1912,Equestrian Eventing,Sweden,2
1912,Equestrian Eventing,France,1
1912,Equestrian Jumping,France,2
1912,Equestrian Jumping,Belgium,1
1912,Equestrian Jumping,Germany,1
1912,Fencing,Hungary,4
1912,Fencing,Belgium,3
1912,Fencing,Austria,2
1912,Football,Denmark,1
1912,Football,Great Britain,1
1912,Football,Netherlands,1
1912,Gymnastics Artistic,Italy,3
1912,Gymnastics Artistic,Denmark,2
1912,Gymnastics Artistic,Norway,2
1912,Modern Pentathlon,Sweden,3
1912,Rowing,Great Britain,3
1912,Rowing,Denmark,2
1912,Rowing,Germany,2
1912,Sailing,Sweden,4
1912,Sailing,Finland,3
1912,Sailing,Norway,2
1912,Shooting,Sweden,17
1912,Shooting,United States of America,13
1912,Shooting,Great Britain,9
1912,Swimming,Germany,7
1912,Swimming,Australasia,6
1912,Swimming,Great Britain,6
1912,Tennis,Great Britain,6
1912,Tennis,France,5
1912,Tennis,Germany,3
1912,Tug of War,Great Britain,1
1912,Tug of War,Sweden,1
1912,Water Polo,Belgium,1
1912,Water Polo,Great Britain,1
1912,Water Polo,Sweden,1
1912,Wrestling,Finland,7
1912,Wrestling,Sweden,4
1912,Wrestling,Denmark,1
1920,Archery,Belgium,14
1920,Archery,France,6
1920,Archery,Netherlands,1
1920,Athletics,United States of America,29
1920,Athletics,Finland,16
1920,Athletics,Sweden,14
1920,Boxing,Great Britain,6
1920,Boxing,Canada,5
1920,Boxing,United States of America,4
1920,Cycling Road,France,2
1920,Cycling Road,Sweden,2
1920,Cycling Road,Belgium,1
1920,Cycling Track,Great Britain,5
1920,Cycling Track,Netherlands,3
1920,Cycling Track,South Africa,2
1920,Diving,United States of America,8
1920,Diving,Sweden,5
1920,Diving,Denmark,1
1920,Equestrian  Vaulting,Belgium,3
1920,Equestrian  Vaulting,France,2
1920,Equestrian  Vaulting,Sweden,1
1920,Equestrian Dressage,Sweden,2
1920,Equestrian Eventing,Italy,2
1920,Equestrian Eventing,Belgium,1
1920,Equestrian Jumping,Italy,3
1920,Equestrian Jumping,Sweden,2
1920,Equestrian Jumping,Belgium,1
1920,Fencing,France,8
1920,Fencing,Italy,6
1920,Fencing,Netherlands,2
1920,Figure skating,Norway,3
1920,Figure skating,Sweden,3
1920,Figure skating,Finland,1
1920,Football,Belgium,1
1920,Football,Netherlands,1
1920,Football,Spain,1
1920,Gymnastics Artistic,France,3
1920,Gymnastics Artistic,Belgium,2
1920,Gymnastics Artistic,Denmark,2
1920,Hockey,Belgium,1
1920,Hockey,Denmark,1
1920,Hockey,Great Britain,1
1920,Ice Hockey,Canada,1
1920,Ice Hockey,Czechoslovakia,1
1920,Ice Hockey,United States of America,1
1920,Modern Pentathlon,Sweden,3
1920,Polo,Great Britain,1
1920,Polo,Spain,1
1920,Polo,United States of America,1
1920,Rowing,United States of America,4
1920,Rowing,France,2
1920,Rowing,Great Britain,2
1920,Rugby,France,1
1920,Rugby,United States of America,1
1920,Sailing,Norway,11
1920,Sailing,Belgium,3
1920,Sailing,Netherlands,3
1920,Shooting,United States of America,23
1920,Shooting,Norway,11
1920,Shooting,Sweden,10
1920,Swimming,United States of America,16
1920,Swimming,Sweden,5
1920,Swimming,Australia,2
1920,Tennis,Great Britain,6
1920,Tennis,France,4
1920,Tennis,Japan,2
1920,Tug of War,Belgium,1
1920,Tug of War,Great Britain,1
1920,Tug of War,Netherlands,1
1920,Water Polo,Belgium,1
1920,Water Polo,Great Britain,1
1920,Water Polo,Sweden,1
1920,Weightlifting,Belgium,3
1920,Weightlifting,France,3
1920,Weightlifting,Estonia,2
1920,Wrestling,Finland,12
1920,Wrestling,Sweden,6
1920,Wrestling,United States of America,6
1924,Athletics,United States of America,32
1924,Athletics,Finland,17
1924,Athletics,Great Britain,11
1924,Bobsleigh,Belgium,1
1924,Bobsleigh,Great Britain,1
1924,Bobsleigh,Switzerland,1
1924,Boxing,United States of America,6
1924,Boxing,Argentina,4
1924,Boxing,Great Britain,4
1924,Cross Country Skiing,Norway,5
1924,Cross Country Skiing,Finland,1
1924,Curling,France,1
1924,Curling,Great Britain,1
1924,Curling,Sweden,1
1924,Cycling Road,France,3
1924,Cycling Road,Belgium,2
1924,Cycling Road,Sweden,1
1924,Cycling Track,France,3
1924,Cycling Track,Netherlands,3
1924,Cycling Track,Great Britain,2
1924,Diving,United States of America,11
1924,Diving,Sweden,2
1924,Diving,Australia,1
1924,Equestrian Dressage,Sweden,2
1924,Equestrian Dressage,France,1
1924,Equestrian Eventing,Netherlands,2
1924,Equestrian Eventing,Denmark,1
1924,Equestrian Eventing,Italy,1
1924,Equestrian Jumping,Switzerland,2
1924,Equestrian Jumping,Italy,1
1924,Equestrian Jumping,Poland,1
1924,Fencing,France,6
1924,Fencing,Belgium,4
1924,Fencing,Hungary,4
1924,Figure skating,Austria,3
1924,Figure skating,Finland,1
1924,Figure skating,France,1
1924,Football,Sweden,1
1924,Football,Switzerland,1
1924,Football,Uruguay,1
1924,Gymnastics Artistic,Czechoslovakia,9
1924,Gymnastics Artistic,Switzerland,7
1924,Gymnastics Artistic,France,5
1924,Ice Hockey,Canada,1
1924,Ice Hockey,Great Britain,1
1924,Ice Hockey,United States of America,1
1924,Military Patrol,Finland,1
1924,Military Patrol,France,1
1924,Military Patrol,Switzerland,1
1924,Modern Pentathlon,Sweden,3
1924,Nordic Combined,Norway,3
1924,Polo,Argentina,1
1924,Polo,Great Britain,1
1924,Polo,United States of America,1
1924,Rowing,Switzerland,5
1924,Rowing,United States of America,5
1924,Rowing,France,3
1924,Rugby,France,1
1924,Rugby,Romania,1
1924,Rugby,United States of America,1
1924,Sailing,Norway,3
1924,Sailing,Belgium,1
1924,Sailing,Denmark,1
1924,Shooting,United States of America,9
1924,Shooting,Norway,4
1924,Shooting,Sweden,4
1924,Ski Jumping,Norway,2
1924,Ski Jumping,United States of America,1
1924,Speed skating,Norway,7
1924,Speed skating,Finland,4
1924,Speed skating,United States of America,1
1924,Swimming,United States of America,19
1924,Swimming,Australia,4
1924,Swimming,Great Britain,4
1924,Tennis,United States of America,6
1924,Tennis,France,4
1924,Tennis,Great Britain,3
1924,Water Polo,Belgium,1
1924,Water Polo,France,1
1924,Water Polo,United States of America,1
1924,Weightlifting,Austria,4
1924,Weightlifting,Estonia,3
1924,Weightlifting,Italy,3
1924,Wrestling,Finland,16
1924,Wrestling,United States of America,6
1924,Wrestling,Switzerland,5
1928,Athletics,United States of America,25
1928,Athletics,Finland,14
1928,Athletics,Germany,9
1928,Bobsleigh,United States of America,2
1928,Bobsleigh,Germany,1
1928,Boxing,Argentina,4
1928,Boxing,Italy,4
1928,Boxing,United States of America,3
1928,Cross Country Skiing,Norway,3
1928,Cross Country Skiing,Sweden,3
1928,Cycling Road,Denmark,2
1928,Cycling Road,Great Britain,2
1928,Cycling Road,Sweden,2
1928,Cycling Track,Netherlands,4
1928,Cycling Track,Denmark,2
1928,Cycling Track,Great Britain,2
1928,Diving,United States of America,9
1928,Diving,Egypt,2
1928,Diving,Sweden,1
1928,Equestrian Dressage,Germany,2
1928,Equestrian Dressage,Sweden,2
1928,Equestrian Dressage,Netherlands,1
1928,Equestrian Eventing,Netherlands,3
1928,Equestrian Eventing,Germany,1
1928,Equestrian Eventing,Norway,1
1928,Equestrian Jumping,Czechoslovakia,1
1928,Equestrian Jumping,France,1
1928,Equestrian Jumping,Poland,1
1928,Fencing,France,5
1928,Fencing,Italy,5
1928,Fencing,Germany,3
1928,Figure skating,Austria,4
1928,Figure skating,Belgium,1
1928,Figure skating,France,1
1928,Football,Argentina,1
1928,Football,Italy,1
1928,Football,Uruguay,1
1928,Gymnastics Artistic,Switzerland,9
1928,Gymnastics Artistic,Czechoslovakia,5
1928,Gymnastics Artistic,Yugoslavia,5
1928,Hockey,Germany,1
1928,Hockey,India,1
1928,Hockey,Netherlands,1
1928,Ice Hockey,Canada,1
1928,Ice Hockey,Sweden,1
1928,Ice Hockey,Switzerland,1
1928,Modern Pentathlon,Sweden,2
1928,Modern Pentathlon,Germany,1
1928,Nordic Combined,Norway,3
1928,Rowing,United States of America,5
1928,Rowing,Great Britain,4
1928,Rowing,Canada,2
1928,Sailing,Denmark,1
1928,Sailing,Estonia,1
1928,Sailing,France,1
1928,Skeleton,United States of America,2
1928,Skeleton,Great Britain,1
1928,Ski Jumping,Norway,2
1928,Ski Jumping,Czechoslovakia,1
1928,Speed skating,Norway,6
1928,Speed skating,Finland,2
1928,Speed skating,United States of America,1
1928,Swimming,United States of America,11
1928,Swimming,Great Britain,4
1928,Swimming,Germany,3
1928,Water Polo,France,1
1928,Water Polo,Germany,1
1928,Water Polo,Hungary,1
1928,Weightlifting,France,3
1928,Weightlifting,Germany,3
1928,Weightlifting,Austria,2
1928,Wrestling,Finland,9
1928,Wrestling,Germany,4
1928,Wrestling,Sweden,4
1932,Athletics,United States of America,35
1932,Athletics,Finland,11
1932,Athletics,Canada,9
1932,Bobsleigh,United States of America,4
1932,Bobsleigh,Germany,1
1932,Bobsleigh,Switzerland,1
1932,Boxing,United States of America,5
1932,Boxing,Argentina,3
1932,Boxing,Germany,3
1932,Cross Country Skiing,Finland,3
1932,Cross Country Skiing,Sweden,2
1932,Cross Country Skiing,Norway,1
1932,Cycling Road,Italy,3
1932,Cycling Road,Sweden,2
1932,Cycling Road,Denmark,1
1932,Cycling Track,France,4
1932,Cycling Track,Great Britain,2
1932,Cycling Track,Italy,2
1932,Diving,United States of America,12
1932,Equestrian Dressage,France,3
1932,Equestrian Dressage,United States of America,2
1932,Equestrian Dressage,Sweden,1
1932,Equestrian Eventing,Netherlands,2
1932,Equestrian Eventing,United States of America,1
1932,Equestrian Jumping,Japan,1
1932,Equestrian Jumping,Sweden,1
1932,Equestrian Jumping,United States of America,1
1932,Fencing,Italy,8
1932,Fencing,Hungary,4
1932,Fencing,France,3
1932,Figure skating,Austria,2
1932,Figure skating,United States of America,2
1932,Figure skating,Canada,1
1932,Gymnastics Artistic,United States of America,16
1932,Gymnastics Artistic,Italy,7
1932,Gymnastics Artistic,Finland,5
1932,Hockey,India,1
1932,Hockey,Japan,1
1932,Hockey,United States of America,1
1932,Ice Hockey,Canada,1
1932,Ice Hockey,Germany,1
1932,Ice Hockey,United States of America,1
1932,Modern Pentathlon,Sweden,2
1932,Modern Pentathlon,United States of America,1
1932,Nordic Combined,Norway,3
1932,Rowing,United States of America,4
1932,Rowing,Germany,3
1932,Rowing,Italy,3
1932,Sailing,United States of America,3
1932,Sailing,Canada,2
1932,Sailing,Sweden,2
1932,Shooting,Italy,2
1932,Shooting,Germany,1
1932,Shooting,Hungary,1
1932,Ski Jumping,Norway,3
1932,Speed skating,Canada,4
1932,Speed skating,United States of America,4
1932,Speed skating,Norway,2
1932,Swimming,Japan,12
1932,Swimming,United States of America,10
1932,Swimming,Australia,2
1932,Water Polo,Germany,1
1932,Water Polo,Hungary,1
1932,Water Polo,United States of America,1
1932,Weightlifting,France,3
1932,Weightlifting,Germany,3
1932,Weightlifting,Austria,2
1932,Wrestling,Sweden,10
1932,Wrestling,Finland,8
1932,Wrestling,United States of America,5
1936,Alpine Skiing,Germany,4
1936,Alpine Skiing,France,1
1936,Alpine Skiing,Norway,1
1936,Athletics,United States of America,25
1936,Athletics,Germany,16
1936,Athletics,Finland,10
1936,Basketball,Canada,1
1936,Basketball,Mexico,1
1936,Basketball,United States of America,1
1936,Bobsleigh,Switzerland,3
1936,Bobsleigh,United States of America,2
1936,Bobsleigh,Great Britain,1
1936,Boxing,Germany,5
1936,Boxing,Argentina,4
1936,Boxing,France,2
1936,Canoe Sprint,Austria,3
1936,Canoe Sprint,Germany,3
1936,Canoe Sprint,Canada,2
1936,Cross Country Skiing,Sweden,5
1936,Cross Country Skiing,Finland,2
1936,Cross Country Skiing,Norway,2
1936,Cycling Road,France,3
1936,Cycling Road,Switzerland,2
1936,Cycling Road,Belgium,1
1936,Cycling Track,France,4
1936,Cycling Track,Germany,3
1936,Cycling Track,Netherlands,3
1936,Diving,United States of America,10
1936,Diving,Germany,2
1936,Equestrian Dressage,Austria,1
1936,Equestrian Dressage,France,1
1936,Equestrian Dressage,Germany,1
1936,Equestrian Eventing,Germany,2
1936,Equestrian Eventing,Denmark,1
1936,Equestrian Eventing,Great Britain,1
1936,Equestrian Jumping,Hungary,1
1936,Equestrian Jumping,Netherlands,1
1936,Equestrian Jumping,Portugal,1
1936,Fencing,Italy,9
1936,Fencing,Hungary,4
1936,Fencing,France,3
1936,Figure skating,Austria,3
1936,Figure skating,Germany,2
1936,Figure skating,Great Britain,1
1936,Football,Austria,1
1936,Football,Italy,1
1936,Football,Norway,1
1936,Gymnastics Artistic,Germany,13
1936,Gymnastics Artistic,Switzerland,9
1936,Gymnastics Artistic,Czechoslovakia,2
1936,Handball,Austria,1
1936,Handball,Germany,1
1936,Handball,Switzerland,1
1936,Hockey,Germany,1
1936,Hockey,India,1
1936,Hockey,Netherlands,1
1936,Ice Hockey,Canada,1
1936,Ice Hockey,Great Britain,1
1936,Ice Hockey,United States of America,1
1936,Modern Pentathlon,Germany,1
1936,Modern Pentathlon,Italy,1
1936,Modern Pentathlon,United States of America,1
1936,Nordic Combined,Norway,3
1936,Polo,Argentina,1
1936,Polo,Great Britain,1
1936,Polo,Mexico,1
1936,Rowing,Germany,7
1936,Rowing,France,2
1936,Rowing,Great Britain,2
1936,Sailing,Germany,2
1936,Sailing,Norway,2
1936,Sailing,Sweden,2
1936,Shooting,Germany,3
1936,Shooting,Sweden,2
1936,Shooting,France,1
1936,Ski Jumping,Norway,2
1936,Ski Jumping,Sweden,1
1936,Speed skating,Norway,6
1936,Speed skating,Finland,2
1936,Speed skating,Austria,1
1936,Swimming,Japan,11
1936,Swimming,United States of America,8
1936,Swimming,Netherlands,5
1936,Water Polo,Belgium,1
1936,Water Polo,Germany,1
1936,Water Polo,Hungary,1
1936,Weightlifting,Egypt,5
1936,Weightlifting,Germany,5
1936,Weightlifting,Austria,1
1936,Wrestling,Sweden,9
1936,Wrestling,Germany,7
1936,Wrestling,Finland,6
1948,Alpine Skiing,Austria,6
1948,Alpine Skiing,France,5
1948,Alpine Skiing,Switzerland,5
1948,Athletics,United States of America,27
1948,Athletics,Sweden,13
1948,Athletics,France,8
1948,Basketball,Brazil,1
1948,Basketball,France,1
1948,Basketball,United States of America,1
1948,Bobsleigh,United States of America,3
1948,Bobsleigh,Switzerland,2
1948,Bobsleigh,Belgium,1
1948,Boxing,Italy,5
1948,Boxing,South Africa,4
1948,Boxing,Argentina,3
1948,Canoe Marathon,Czechoslovakia,2
1948,Canoe Marathon,Finland,2
1948,Canoe Marathon,Norway,2
1948,Canoe Sprint,Denmark,3
1948,Canoe Sprint,France,3
1948,Canoe Sprint,Czechoslovakia,2
1948,Cross Country Skiing,Sweden,6
1948,Cross Country Skiing,Finland,2
1948,Cross Country Skiing,Norway,1
1948,Cycling Road,Belgium,2
1948,Cycling Road,France,2
1948,Cycling Road,Great Britain,1
1948,Cycling Track,Great Britain,4
1948,Cycling Track,France,3
1948,Cycling Track,Italy,3
1948,Diving,United States of America,10
1948,Diving,Denmark,1
1948,Diving,Mexico,1
1948,Equestrian Dressage,France,2
1948,Equestrian Dressage,Portugal,1
1948,Equestrian Dressage,Sweden,1
1948,Equestrian Eventing,United States of America,2
1948,Equestrian Eventing,France,1
1948,Equestrian Eventing,Mexico,1
1948,Equestrian Jumping,Mexico,3
1948,Equestrian Jumping,France,1
1948,Equestrian Jumping,Great Britain,1
1948,Fencing,Italy,6
1948,Fencing,Hungary,5
1948,Fencing,France,4
1948,Figure skating,Austria,2
1948,Figure skating,Canada,2
1948,Figure skating,Belgium,1
1948,Football,Denmark,1
1948,Football,Sweden,1
1948,Football,Yugoslavia,1
1948,Gymnastics Artistic,Finland,8
1948,Gymnastics Artistic,Switzerland,8
1948,Gymnastics Artistic,Hungary,5
1948,Hockey,Great Britain,1
1948,Hockey,India,1
1948,Hockey,Netherlands,1
1948,Ice Hockey,Canada,1
1948,Ice Hockey,Czechoslovakia,1
1948,Ice Hockey,Switzerland,1
1948,Modern Pentathlon,Sweden,2
1948,Modern Pentathlon,United States of America,1
1948,Nordic Combined,Finland,2
1948,Nordic Combined,Sweden,1
1948,Rowing,Denmark,4
1948,Rowing,Italy,4
1948,Rowing,Great Britain,3
1948,Sailing,United States of America,4
1948,Sailing,Denmark,2
1948,Sailing,Netherlands,2
1948,Shooting,Sweden,3
1948,Shooting,Switzerland,2
1948,Shooting,United States of America,2
1948,Skeleton,Great Britain,1
1948,Skeleton,Italy,1
1948,Skeleton,United States of America,1
1948,Ski Jumping,Norway,3
1948,Speed skating,Norway,6
1948,Speed skating,Finland,2
1948,Speed skating,Sweden,2
1948,Swimming,United States of America,15
1948,Swimming,Australia,4
1948,Swimming,Denmark,4
1948,Water Polo,Hungary,1
1948,Water Polo,Italy,1
1948,Water Polo,Netherlands,1
1948,Weightlifting,United States of America,8
1948,Weightlifting,Egypt,3
1948,Weightlifting,Great Britain,2
1948,Wrestling,Sweden,13
1948,Wrestling,Turkey,11
1948,Wrestling,Hungary,4
1952,Alpine Skiing,Austria,7
1952,Alpine Skiing,Germany,4
1952,Alpine Skiing,Norway,3
1952,Athletics,United States of America,31
1952,Athletics,Soviet Union,17
1952,Athletics,Germany,8
1952,Basketball,Soviet Union,1
1952,Basketball,United States of America,1
1952,Basketball,Uruguay,1
1952,Bobsleigh,Germany,2
1952,Bobsleigh,Switzerland,2
1952,Bobsleigh,United States of America,2
1952,Boxing,Soviet Union,6
1952,Boxing,Finland,5
1952,Boxing,United States of America,5
1952,Canoe Sprint,Finland,4
1952,Canoe Sprint,Austria,2
1952,Canoe Sprint,Czechoslovakia,2
1952,Cross Country Skiing,Finland,8
1952,Cross Country Skiing,Norway,3
1952,Cross Country Skiing,Sweden,1
1952,Cycling Road,Belgium,3
1952,Cycling Road,France,1
1952,Cycling Road,Germany,1
1952,Cycling Track,Italy,4
1952,Cycling Track,Australia,3
1952,Cycling Track,South Africa,3
1952,Diving,United States of America,9
1952,Diving,France,1
1952,Diving,Germany,1
1952,Equestrian Dressage,Denmark,1
1952,Equestrian Dressage,France,1
1952,Equestrian Dressage,Germany,1
1952,Equestrian Eventing,Sweden,2
1952,Equestrian Eventing,France,1
1952,Equestrian Eventing,Germany,1
1952,Equestrian Jumping,Chile,2
1952,Equestrian Jumping,France,1
1952,Equestrian Jumping,Germany,1
1952,Fencing,Italy,8
1952,Fencing,Hungary,6
1952,Fencing,France,3
1952,Figure skating,United States of America,4
1952,Figure skating,Austria,1
1952,Figure skating,France,1
1952,Football,Hungary,1
1952,Football,Sweden,1
1952,Football,Yugoslavia,1
1952,Gymnastics Artistic,Soviet Union,21
1952,Gymnastics Artistic,Hungary,8
1952,Gymnastics Artistic,Switzerland,7
1952,Hockey,Great Britain,1
1952,Hockey,India,1
1952,Hockey,Netherlands,1
1952,Ice Hockey,Canada,1
1952,Ice Hockey,Sweden,1
1952,Ice Hockey,United States of America,1
1952,Modern Pentathlon,Hungary,3
1952,Modern Pentathlon,Sweden,2
1952,Modern Pentathlon,Finland,1
1952,Nordic Combined,Norway,2
1952,Nordic Combined,Finland,1
1952,Rowing,Soviet Union,3
1952,Rowing,United States of America,3
1952,Rowing,Australia,2
1952,Sailing,Norway,3
1952,Sailing,Sweden,3
1952,Sailing,United States of America,3
1952,Shooting,Soviet Union,4
1952,Shooting,Hungary,3
1952,Shooting,Sweden,3
1952,Ski Jumping,Norway,2
1952,Ski Jumping,Sweden,1
1952,Speed skating,Norway,6
1952,Speed skating,Netherlands,3
1952,Speed skating,United States of America,2
1952,Swimming,United States of America,9
1952,Swimming,Hungary,7
1952,Swimming,France,3
1952,Water Polo,Hungary,1
1952,Water Polo,Italy,1
1952,Water Polo,Yugoslavia,1
1952,Weightlifting,Soviet Union,7
1952,Weightlifting,United States of America,6
1952,Weightlifting,Islamic Republic of Iran,2
1952,Wrestling,Soviet Union,10
1952,Wrestling,Sweden,8
1952,Wrestling,Islamic Republic of Iran,5
1956,Alpine Skiing,Austria,9
1956,Alpine Skiing,Switzerland,4
1956,Alpine Skiing,Canada,1
1956,Athletics,United States of America,31
1956,Athletics,Soviet Union,22
1956,Athletics,Australia,12
1956,Basketball,Soviet Union,1
1956,Basketball,United States of America,1
1956,Basketball,Uruguay,1
1956,Bobsleigh,Italy,3
1956,Bobsleigh,Switzerland,2
1956,Bobsleigh,United States of America,1
1956,Boxing,Soviet Union,6
1956,Boxing,Great Britain,5
1956,Boxing,Ireland,4
1956,Canoe Marathon,Hungary,4
1956,Canoe Marathon,Germany,2
1956,Canoe Marathon,Soviet Union,2
1956,Canoe Sprint,Soviet Union,5
1956,Canoe Sprint,Hungary,3
1956,Canoe Sprint,Germany,2
1956,Cross Country Skiing,Soviet Union,7
1956,Cross Country Skiing,Sweden,6
1956,Cross Country Skiing,Finland,4
1956,Cycling Road,France,2
1956,Cycling Road,Great Britain,2
1956,Cycling Road,Germany,1
1956,Cycling Track,Italy,4
1956,Cycling Track,Australia,2
1956,Cycling Track,Czechoslovakia,2
1956,Diving,United States of America,9
1956,Diving,Mexico,2
1956,Diving,Canada,1
1956,Fencing,Italy,7
1956,Fencing,France,4
1956,Fencing,Hungary,4
1956,Figure skating,United States of America,5
1956,Figure skating,Austria,2
1956,Figure skating,Canada,1
1956,Football,Bulgaria,1
1956,Football,Soviet Union,1
1956,Football,Yugoslavia,1
1956,Gymnastics Artistic,Soviet Union,22
1956,Gymnastics Artistic,Japan,9
1956,Gymnastics Artistic,Hungary,7
1956,Hockey,Germany,1
1956,Hockey,India,1
1956,Hockey,Pakistan,1
1956,Ice Hockey,Canada,1
1956,Ice Hockey,Soviet Union,1
1956,Ice Hockey,United States of America,1
1956,Modern Pentathlon,Finland,3
1956,Modern Pentathlon,Soviet Union,1
1956,Modern Pentathlon,Sweden,1
1956,Nordic Combined,Norway,1
1956,Nordic Combined,Poland,1
1956,Nordic Combined,Sweden,1
1956,Rowing,United States of America,6
1956,Rowing,Soviet Union,4
1956,Rowing,Australia,3
1956,Sailing,Great Britain,3
1956,Sailing,Australia,2
1956,Sailing,Denmark,2
1956,Shooting,Soviet Union,8
1956,Shooting,Canada,2
1956,Shooting,Finland,2
1956,Ski Jumping,Finland,2
1956,Ski Jumping,Germany,1
1956,Speed skating,Soviet Union,5
1956,Speed skating,Norway,2
1956,Speed skating,Sweden,2
1956,Swimming,Australia,14
1956,Swimming,United States of America,11
1956,Swimming,Japan,5
